id,season,date,arena,H_team,A_team_id,A_team,A_team_id,H_score,A_score,ref1,ref2,ref3,ties,leadChange,nugget
10548,2021,2022-03-10T00:30:00.000Z,FTX Arena,Miami Heat,20,Phoenix Suns,28,90,111,Matt Boland,Zach Zarba,Kevin Cutler,7,5,
10549,2021,2022-03-10T01:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Atlanta Hawks,1,124,115,David Guthrie,Brian Forte,Brett Nansel,1,1,
10550,2021,2022-03-10T01:00:00.000Z,Toyota Center,Houston Rockets,14,Los Angeles Lakers,17,139,130,Michael Smith,Ben Taylor,John Butler,9,13,
10551,2021,2022-03-10T01:00:00.000Z,Target Center,Minnesota Timberwolves,22,Oklahoma City Thunder,25,132,102,Derek Richardson,Sean Wright,Jonathan Sterling,2,9,
10552,2021,2022-03-10T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Orlando Magic,26,102,108,Bennie Adams,Derrick Collins,Courtney Kirkland,2,1,
10553,2021,2022-03-10T01:30:00.000Z,American Airlines Center,Dallas Mavericks,8,New York Knicks,24,77,107,Tom Washington,Bill Kennedy,Jason Goldenberg,0,0,
10554,2021,2022-03-10T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Toronto Raptors,38,104,119,Ed Malloy,Marat Kogut,Dedric Taylor,7,5,
10555,2021,2022-03-10T03:00:00.000Z,Vivint Arena,Utah Jazz,40,Portland Trail Blazers,29,123,85,Eric Lewis,Ray Acosta,Jacyn Goble,1,1,
10556,2021,2022-03-10T03:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Denver Nuggets,9,100,106,Brent Barnaky,James Williams,Evan Scott,3,12,
10557,2021,2022-03-10T03:30:00.000Z,Crypto.com Arena,LA Clippers,16,Washington Wizards,41,115,109,Mark Lindsay,Josh Tiven,Danielle Scott,10,20,
10558,2021,2022-03-11T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Brooklyn Nets,4,100,129,John Goble,Tre Maddox,Brandon Adair,1,0,
10559,2021,2022-03-11T03:00:00.000Z,Ball Arena,Denver Nuggets,9,Golden State Warriors,11,102,113,James Capers,Karl Lane,Scott Twardoski,6,9,
10560,2021,2022-03-12T00:00:00.000Z,Amway Center,Orlando Magic,26,Minnesota Timberwolves,22,118,110,Ed Malloy,Brian Forte,Nate Green,1,1,
10561,2021,2022-03-12T00:30:00.000Z,State Farm Arena,Atlanta Hawks,1,LA Clippers,16,112,106,Kevin Cutler,Tyler Ford,Jason Goldenberg,6,14,
10562,2021,2022-03-12T00:30:00.000Z,TD Garden,Boston Celtics,2,Detroit Pistons,10,114,103,Sean Wright,Justin Van Duyne,John Butler,16,15,
10563,2021,2022-03-12T01:00:00.000Z,FTX Arena,Miami Heat,20,Cleveland Cavaliers,7,117,105,Tony Brothers,Dedric Taylor,Natalie Sago,1,4,
10564,2021,2022-03-12T01:00:00.000Z,Toyota Center,Houston Rockets,14,Dallas Mavericks,8,100,113,Rodney Mott,Lauren Holtkamp,Jenna Schroeder,0,4,
10565,2021,2022-03-12T01:00:00.000Z,FedExForum,Memphis Grizzlies,19,New York Knicks,24,118,114,JB DeRosa,Courtney Kirkland,Suyash Mehta,8,22,
10566,2021,2022-03-12T01:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Charlotte Hornets,5,120,142,Ben Taylor,Matt Myers,Mitchell Ervin,6,14,
10567,2021,2022-03-12T01:30:00.000Z,AT&T Center,San Antonio Spurs,31,Utah Jazz,40,104,102,David Guthrie,Nick Buchert,Gediminas Petraitis,7,5,
10568,2021,2022-03-12T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Toronto Raptors,38,112,117,Leon Wood,Eric Lewis,Brent Barnaky,10,10,
10569,2021,2022-03-12T03:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Washington Wizards,41,122,109,James Williams,Jacyn Goble,Evan Scott,8,9,
10570,2021,2022-03-13T01:00:00.000Z,FTX Arena,Miami Heat,20,Minnesota Timberwolves,22,104,113,Scott Wall,Tom Washington,Marat Kogut,6,8,
10571,2021,2022-03-13T01:00:00.000Z,United Center,Chicago Bulls,6,Cleveland Cavaliers,7,101,91,Sean Wright,Scott Twardoski,Brandon Adair,4,3,
10572,2021,2022-03-13T01:00:00.000Z,AT&T Center,San Antonio Spurs,31,Indiana Pacers,15,108,119,Matt Boland,David Guthrie,J.T. Orr,3,1,
10573,2021,2022-03-13T01:30:00.000Z,Chase Center,Golden State Warriors,11,Milwaukee Bucks,21,122,109,Derrick Collins,Zach Zarba,Aaron Smith,7,6,
10574,2021,2022-03-13T02:00:00.000Z,Ball Arena,Denver Nuggets,9,Toronto Raptors,38,115,127,Michael Smith,Pat Fraher,Phenizee Ransom,5,9,
10575,2021,2022-03-13T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Sacramento Kings,30,134,125,James Capers,Eric Dalen,Mousa Dagher,0,5,
10576,2021,2022-03-13T03:00:00.000Z,Moda Center,Portland Trail Blazers,29,Washington Wizards,41,127,118,Bill Kennedy,Karl Lane,Andy Nagy,3,6,
10577,2021,2022-03-13T17:00:00.000Z,Barclays Center,Brooklyn Nets,4,New York Knicks,24,110,107,Ed Malloy,Josh Tiven,Justin Van Duyne,8,10,
10578,2021,2022-03-13T19:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,LA Clippers,16,102,106,Courtney Kirkland,CJ Washington,Gediminas Petraitis,2,2,
10579,2021,2022-03-13T19:30:00.000Z,TD Garden,Boston Celtics,2,Dallas Mavericks,8,92,95,John Goble,Mark Lindsay,Ray Acosta,6,15,
10580,2021,2022-03-13T22:00:00.000Z,Amway Center,Orlando Magic,26,Philadelphia 76ers,27,114,116,Rodney Mott,Kevin Cutler,John Conley,9,12,
10581,2021,2022-03-13T23:00:00.000Z,State Farm Arena,Atlanta Hawks,1,Indiana Pacers,15,131,128,Scott Foster,Dedric Taylor,Natalie Sago,0,1,
10582,2021,2022-03-13T23:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Houston Rockets,14,130,105,Nick Buchert,Tyler Ford,Brandon Schwab,6,9,
10583,2021,2022-03-13T23:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Memphis Grizzlies,19,118,125,Brent Barnaky,James Williams,Evan Scott,0,3,
10584,2021,2022-03-14T01:00:00.000Z,Footprint Center,Phoenix Suns,28,Los Angeles Lakers,17,140,111,Tony Brothers,Derek Richardson,Eric Dalen,2,2,
10585,2021,2022-03-14T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,LA Clippers,16,120,111,Josh Tiven,Brett Nansel,Mitchell Ervin,12,7,
10586,2021,2022-03-14T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Portland Trail Blazers,29,122,113,Kane Fitzgerald,Lauren Holtkamp,Mousa Dagher,5,5,
10587,2021,2022-03-14T23:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Denver Nuggets,9,110,114,JB DeRosa,Matt Boland,Eric Lewis,9,9,
10588,2021,2022-03-15T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Charlotte Hornets,5,116,134,Bill Kennedy,J.T. Orr,Phenizee Ransom,8,4,
10589,2021,2022-03-15T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,Minnesota Timberwolves,22,139,149,Tre Maddox,Ben Taylor,Danielle Scott,7,4,
10590,2021,2022-03-15T02:00:00.000Z,Chase Center,Golden State Warriors,11,Washington Wizards,41,126,112,Tom Washington,Leon Wood,Pat Fraher,3,2,
10591,2021,2022-03-15T02:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Chicago Bulls,6,112,103,Zach Zarba,Karl Lane,Aaron Smith,2,1,
10592,2021,2022-03-15T02:00:00.000Z,Vivint Arena,Utah Jazz,40,Milwaukee Bucks,21,111,117,Tony Brothers,Michael Smith,Scott Wall,8,12,
10593,2021,2022-03-15T02:30:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Toronto Raptors,38,103,114,James Capers,Derrick Collins,Andy Nagy,0,0,
10594,2021,2022-03-15T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Memphis Grizzlies,19,102,135,Sean Wright,Eric Dalen,Justin Van Duyne,3,4,
10595,2021,2022-03-15T23:00:00.000Z,Amway Center,Orlando Magic,26,Brooklyn Nets,4,108,150,Brent Barnaky,Kane Fitzgerald,Ray Acosta,0,0,
10596,2021,2022-03-15T23:30:00.000Z,FTX Arena,Miami Heat,20,Detroit Pistons,10,105,98,Tyler Ford,Jacyn Goble,Mousa Dagher,7,10,
10597,2021,2022-03-16T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Phoenix Suns,28,115,131,David Guthrie,Dedric Taylor,Jason Goldenberg,4,4,
10598,2021,2022-03-16T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Atlanta Hawks,1,116,106,Eric Lewis,Jacyn Goble,Jonathan Sterling,11,15,
10599,2021,2022-03-16T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Philadelphia 76ers,27,114,118,Mark Lindsay,James Williams,Justin Van Duyne,4,8,
10600,2021,2022-03-16T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Denver Nuggets,9,109,127,Derek Richardson,Josh Tiven,John Butler,2,3,
10601,2021,2022-03-16T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Dallas Mavericks,8,111,113,Scott Foster,Mitchell Ervin,Brandon Adair,11,7,
10602,2021,2022-03-16T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Portland Trail Blazers,29,128,98,Rodney Mott,Brett Nansel,Ben Taylor,1,2,
10603,2021,2022-03-17T00:00:00.000Z,Toyota Center,Houston Rockets,14,Phoenix Suns,28,112,129,Scott Wall,Bill Kennedy,J.T. Orr,4,2,
10604,2021,2022-03-17T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,Los Angeles Lakers,17,124,104,Michael Smith,John Goble,Aaron Smith,1,0,
10605,2021,2022-03-17T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,Oklahoma City Thunder,25,122,120,Tony Brothers,CJ Washington,Gediminas Petraitis,4,6,
10606,2021,2022-03-17T01:00:00.000Z,Vivint Arena,Utah Jazz,40,Chicago Bulls,6,125,110,Derrick Collins,Ed Malloy,Marat Kogut,10,8,
10607,2021,2022-03-17T02:00:00.000Z,Chase Center,Golden State Warriors,11,Boston Celtics,2,88,110,James Capers,Karl Lane,Lauren Holtkamp,3,4,
10608,2021,2022-03-17T02:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Milwaukee Bucks,21,126,135,Tom Washington,Pat Fraher,Andy Nagy,11,18,
10609,2021,2022-03-17T02:30:00.000Z,Crypto.com Arena,LA Clippers,16,Toronto Raptors,38,100,103,Zach Zarba,Nick Buchert,Natalie Sago,5,12,
10610,2021,2022-03-17T23:00:00.000Z,Amway Center,Orlando Magic,26,Detroit Pistons,10,120,134,JB DeRosa,Marc Davis,Jenna Schroeder,7,15,
10611,2021,2022-03-18T23:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Dallas Mavericks,8,111,101,Derek Richardson,Kane Fitzgerald,Ben Taylor,7,9,
10612,2021,2022-03-18T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Memphis Grizzlies,19,120,105,Scott Wall,David Guthrie,Suyash Mehta,1,1,
10613,2021,2022-03-18T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Portland Trail Blazers,29,128,123,James Williams,Jacyn Goble,Ashley Moyer-Gleich,9,8,
10614,2021,2022-03-18T23:30:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Denver Nuggets,9,119,116,Scott Foster,Michael Smith,Leon Wood,9,7,
10615,2021,2022-03-18T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Washington Wizards,41,100,97,Eric Lewis,Eric Dalen,Phenizee Ransom,3,2,
10616,2021,2022-03-18T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Los Angeles Lakers,17,123,128,Courtney Kirkland,Mark Lindsay,Matt Myers,16,24,
10617,2021,2022-03-19T00:00:00.000Z,FTX Arena,Miami Heat,20,Oklahoma City Thunder,25,120,108,JB DeRosa,Marc Davis,John Butler,6,2,
10618,2021,2022-03-19T00:00:00.000Z,Toyota Center,Houston Rockets,14,Indiana Pacers,15,118,121,Pat Fraher,Ray Acosta,Jonathan Sterling,14,13,
10619,2021,2022-03-19T00:30:00.000Z,AT&T Center,San Antonio Spurs,31,New Orleans Pelicans,23,91,124,Bennie Adams,Bill Kennedy,Kevin Cutler,0,0,
10620,2021,2022-03-19T01:00:00.000Z,Vivint Arena,Utah Jazz,40,LA Clippers,16,121,92,John Goble,Tre Maddox,Lauren Holtkamp,1,0,
10621,2021,2022-03-19T02:00:00.000Z,Footprint Center,Phoenix Suns,28,Chicago Bulls,6,129,102,Rodney Mott,Tom Washington,Nick Buchert,1,7,
10622,2021,2022-03-19T02:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Boston Celtics,2,97,126,Ed Malloy,Marat Kogut,Natalie Sago,1,0,
10623,2021,2022-03-19T21:00:00.000Z,Target Center,Minnesota Timberwolves,22,Milwaukee Bucks,21,138,119,Josh Tiven,Dedric Taylor,Brandon Adair,0,5,
10624,2021,2022-03-19T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Dallas Mavericks,8,129,108,Karl Lane,James Williams,Suyash Mehta,1,6,
10625,2021,2022-03-20T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Detroit Pistons,10,113,109,Zach Zarba,Brent Barnaky,Nate Green,5,7,
10626,2021,2022-03-20T00:00:00.000Z,Capital One Arena,Washington Wizards,41,Los Angeles Lakers,17,127,119,Curtis Blair,Mitchell Ervin,Gediminas Petraitis,4,7,
10627,2021,2022-03-20T19:30:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Portland Trail Blazers,29,129,98,Kevin Cutler,Kane Fitzgerald,Brandon Schwab,1,0,
10628,2021,2022-03-20T19:30:00.000Z,Toyota Center,Houston Rockets,14,Memphis Grizzlies,19,98,122,Tony Brothers,Derrick Collins,CJ Washington,2,2,
10629,2021,2022-03-20T22:00:00.000Z,State Farm Arena,Atlanta Hawks,1,New Orleans Pelicans,23,112,117,Derek Richardson,Sean Wright,Brett Nansel,4,1,
10630,2021,2022-03-20T22:00:00.000Z,Amway Center,Orlando Magic,26,Oklahoma City Thunder,25,90,85,James Capers,Michael Smith,Bennie Adams,11,12,
10631,2021,2022-03-20T22:00:00.000Z,Golden 1 Center,Sacramento Kings,30,Phoenix Suns,28,124,127,John Goble,Tre Maddox,Lauren Holtkamp,8,11,
10632,2021,2022-03-20T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Utah Jazz,40,93,108,Scott Foster,Tyler Ford,Aaron Smith,3,5,
10633,2021,2022-03-21T00:00:00.000Z,Ball Arena,Denver Nuggets,9,Boston Celtics,2,104,124,Bill Kennedy,Nick Buchert,J.T. Orr,4,2,
10634,2021,2022-03-21T00:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Toronto Raptors,38,88,93,Leon Wood,David Guthrie,Curtis Blair,6,9,
10635,2021,2022-03-21T00:30:00.000Z,Chase Center,Golden State Warriors,11,San Antonio Spurs,31,108,110,Ed Malloy,Marat Kogut,Natalie Sago,3,6,
10636,2021,2022-03-21T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,New Orleans Pelicans,23,106,103,Pat Fraher,Dedric Taylor,Brandon Adair,5,7,
10637,2021,2022-03-21T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Los Angeles Lakers,17,120,131,Scott Wall,Tom Washington,James Williams,5,8,
10638,2021,2022-03-21T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Portland Trail Blazers,29,115,119,Brent Barnaky,Tyler Ford,Jonathan Sterling,8,5,
10639,2021,2022-03-21T23:30:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Miami Heat,20,113,106,Zach Zarba,Kevin Cutler,Scott Twardoski,18,18,
10640,2021,2022-03-21T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Utah Jazz,40,114,106,Marc Davis,Mark Lindsay,Gediminas Petraitis,4,4,
10641,2021,2022-03-22T00:00:00.000Z,United Center,Chicago Bulls,6,Toronto Raptors,38,113,99,Josh Tiven,Ben Taylor,Brandon Schwab,9,19,
10642,2021,2022-03-22T00:00:00.000Z,Toyota Center,Houston Rockets,14,Washington Wizards,41,115,97,Karl Lane,Justin Van Duyne,Suyash Mehta,1,1,
10643,2021,2022-03-22T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Boston Celtics,2,123,132,Rodney Mott,Brian Forte,Jason Goldenberg,0,0,
10644,2021,2022-03-22T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Minnesota Timberwolves,22,110,108,Derrick Collins,Sean Wright,Ray Acosta,4,11,
10645,2021,2022-03-22T23:00:00.000Z,Amway Center,Orlando Magic,26,Golden State Warriors,11,94,90,Tony Brothers,Derek Richardson,Jacyn Goble,5,5,
10646,2021,2022-03-22T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Atlanta Hawks,1,111,117,JB DeRosa,Leon Wood,Kane Fitzgerald,6,8,
10647,2021,2022-03-23T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Chicago Bulls,6,126,98,John Goble,Curtis Blair,J.T. Orr,3,9,
10648,2021,2022-03-23T02:00:00.000Z,Ball Arena,Denver Nuggets,9,LA Clippers,16,127,115,Ed Malloy,Brian Forte,Natalie Sago,4,3,
10649,2021,2022-03-23T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,New York Knicks,24,106,121,Scott Wall,Marc Davis,John Conley,1,0,
10650,2021,2022-03-23T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Atlanta Hawks,1,122,101,Tom Washington,Eric Lewis,Aaron Smith,7,8,
10651,2021,2022-03-23T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Sacramento Kings,30,109,110,Rodney Mott,Dedric Taylor,Mousa Dagher,11,14,
10652,2021,2022-03-23T23:30:00.000Z,TD Garden,Boston Celtics,2,Utah Jazz,40,125,97,Bennie Adams,Zach Zarba,Kevin Cutler,0,3,
10653,2021,2022-03-23T23:30:00.000Z,FTX Arena,Miami Heat,20,Golden State Warriors,11,104,118,David Guthrie,CJ Washington,Mitchell Ervin,7,9,
10654,2021,2022-03-23T23:30:00.000Z,FedExForum,Memphis Grizzlies,19,Brooklyn Nets,4,132,120,James Capers,Scott Twardoski,Tyler Ford,6,12,
10655,2021,2022-03-24T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,Phoenix Suns,28,116,125,Marat Kogut,Karl Lane,James Williams,5,1,
10656,2021,2022-03-24T00:00:00.000Z,Paycom Center,Oklahoma City Thunder,25,Orlando Magic,26,118,102,Pat Fraher,Gediminas Petraitis,Brandon Schwab,2,1,
10657,2021,2022-03-24T00:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Houston Rockets,14,110,91,Nick Buchert,Tre Maddox,Nate Green,6,13,
10658,2021,2022-03-24T02:00:00.000Z,Crypto.com Arena,Los Angeles Lakers,17,Philadelphia 76ers,27,121,126,Sean Wright,Brent Barnaky,Ray Acosta,6,4,
10659,2021,2022-03-24T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,San Antonio Spurs,31,96,133,Eric Dalen,Josh Tiven,John Butler,2,1,
10660,2021,2022-03-24T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Cleveland Cavaliers,7,117,104,Tony Brothers,Michael Smith,J.T. Orr,2,1,
10661,2021,2022-03-25T00:00:00.000Z,FedExForum,Memphis Grizzlies,19,Indiana Pacers,15,133,103,Leon Wood,Ben Taylor,Jason Goldenberg,0,0,
10662,2021,2022-03-25T00:00:00.000Z,Fiserv Forum,Milwaukee Bucks,21,Washington Wizards,41,114,102,Derek Richardson,Kane Fitzgerald,Lauren Holtkamp,0,0,
10663,2021,2022-03-25T00:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Chicago Bulls,6,126,109,Bill Kennedy,Nate Green,Natalie Sago,12,17,
10664,2021,2022-03-25T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Phoenix Suns,28,130,140,Derrick Collins,Courtney Kirkland,Justin Van Duyne,13,15,
10665,2021,2022-03-25T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Utah Jazz,40,107,101,James Capers,Curtis Blair,Scott Twardoski,7,17,
10666,2021,2022-03-25T23:00:00.000Z,Little Caesars Arena,Detroit Pistons,10,Washington Wizards,41,97,100,Tony Brothers,J.T. Orr,Evan Scott,7,8,
10667,2021,2022-03-25T23:30:00.000Z,State Farm Arena,Atlanta Hawks,1,Golden State Warriors,11,121,110,Bennie Adams,Marc Davis,Tyler Ford,2,2,
10668,2021,2022-03-26T00:00:00.000Z,FTX Arena,Miami Heat,20,New York Knicks,24,103,111,Rodney Mott,Dedric Taylor,Phenizee Ransom,4,7,
10669,2021,2022-03-26T00:00:00.000Z,Target Center,Minnesota Timberwolves,22,Dallas Mavericks,8,116,95,Scott Foster,Mark Lindsay,Andy Nagy,2,8,
10670,2021,2022-03-26T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Houston Rockets,14,106,125,Sean Wright,Brent Barnaky,Ray Acosta,0,0,
10671,2021,2022-03-26T02:30:00.000Z,Crypto.com Arena,LA Clippers,16,Philadelphia 76ers,27,97,122,JB DeRosa,Eric Dalen,Josh Tiven,1,1,
10672,2021,2022-03-26T21:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,San Antonio Spurs,31,103,107,Kevin Scott,CJ Washington,Mitchell Ervin,14,24,
10673,2021,2022-03-26T23:00:00.000Z,Amway Center,Orlando Magic,26,Sacramento Kings,30,110,114,Scott Wall,John Goble,Aaron Smith,8,14,
10674,2021,2022-03-26T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Indiana Pacers,15,131,91,Tom Washington,Zach Zarba,Lauren Holtkamp,3,2,
10675,2021,2022-03-27T00:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Chicago Bulls,6,94,98,Marc Davis,Jacyn Goble,Jenna Schroeder,1,3,
10676,2021,2022-03-27T00:00:00.000Z,FTX Arena,Miami Heat,20,Brooklyn Nets,4,95,110,Michael Smith,Bill Kennedy,Matt Boland,1,4,
10677,2021,2022-03-27T00:00:00.000Z,FedExForum,Memphis Grizzlies,19,Milwaukee Bucks,21,127,102,Eric Lewis,Karl Lane,John Conley,4,8,
10678,2021,2022-03-27T01:00:00.000Z,Ball Arena,Denver Nuggets,9,Oklahoma City Thunder,25,113,107,Kevin Cutler,Brett Nansel,James Williams,7,4,
10679,2021,2022-03-27T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Houston Rockets,14,98,115,JB DeRosa,Courtney Kirkland,Danielle Scott,7,17,
10680,2021,2022-03-27T19:30:00.000Z,Little Caesars Arena,Detroit Pistons,10,New York Knicks,24,102,104,Curtis Blair,Suyash Mehta,Brandon Adair,7,2,
10681,2021,2022-03-27T22:00:00.000Z,TD Garden,Boston Celtics,2,Minnesota Timberwolves,22,134,112,Ben Taylor,Gediminas Petraitis,Jonathan Sterling,3,0,
10682,2021,2022-03-27T22:00:00.000Z,Capital One Arena,Washington Wizards,41,Golden State Warriors,11,123,115,Rodney Mott,Nick Buchert,Ashley Moyer-Gleich,2,0,
10683,2021,2022-03-27T22:00:00.000Z,Footprint Center,Phoenix Suns,28,Philadelphia 76ers,27,114,104,Scott Foster,Tre Maddox,Jason Goldenberg,6,23,
10684,2021,2022-03-27T23:00:00.000Z,Smoothie King Center,New Orleans Pelicans,23,Los Angeles Lakers,17,116,108,Tony Brothers,Eric Dalen,Andy Nagy,3,3,
10685,2021,2022-03-27T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Charlotte Hornets,5,110,119,Pat Fraher,Brian Forte,Justin Van Duyne,6,8,
10686,2021,2022-03-27T23:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Utah Jazz,40,114,100,Kane Fitzgerald,J.T. Orr,Tyler Ford,1,6,
10687,2021,2022-03-28T23:00:00.000Z,Spectrum Center,Charlotte Hornets,5,Denver Nuggets,9,109,113,Bill Kennedy,Mark Lindsay,Lauren Holtkamp,6,10,
10688,2021,2022-03-28T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Orlando Magic,26,107,101,Nick Buchert,Ben Taylor,CJ Washington,8,14,
10689,2021,2022-03-28T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Atlanta Hawks,1,123,132,Scott Wall,Ed Malloy,John Conley,2,3,
10690,2021,2022-03-28T23:30:00.000Z,FTX Arena,Miami Heat,20,Sacramento Kings,30,123,100,Brent Barnaky,Kevin Scott,Ray Acosta,2,1,
10691,2021,2022-03-28T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Chicago Bulls,6,109,104,Pat Fraher,Brian Forte,Mousa Dagher,1,3,
10692,2021,2022-03-28T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Boston Celtics,2,115,112,David Guthrie,Mitchell Ervin,Evan Scott,9,15,
10693,2021,2022-03-29T00:00:00.000Z,Toyota Center,Houston Rockets,14,San Antonio Spurs,31,120,123,James Williams,Aaron Smith,Natalie Sago,1,1,
10694,2021,2022-03-29T00:00:00.000Z,FedExForum,Memphis Grizzlies,19,Golden State Warriors,11,123,95,JB DeRosa,Courtney Kirkland,Brett Nansel,2,3,
10695,2021,2022-03-29T02:00:00.000Z,Moda Center,Portland Trail Blazers,29,Oklahoma City Thunder,25,131,134,Leon Wood,Derek Richardson,Eric Lewis,6,17,
10696,2021,2022-03-29T23:00:00.000Z,Wells Fargo Center,Philadelphia 76ers,27,Milwaukee Bucks,21,116,118,James Capers,Mitchell Ervin,Brandon Adair,2,13,
10697,2021,2022-03-29T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Chicago Bulls,6,94,107,Michael Smith,John Goble,Phenizee Ransom,7,10,
10698,2021,2022-03-29T23:30:00.000Z,Barclays Center,Brooklyn Nets,4,Detroit Pistons,10,130,123,David Guthrie,Marat Kogut,Tre Maddox,5,11,
10699,2021,2022-03-29T23:30:00.000Z,American Airlines Center,Dallas Mavericks,8,Los Angeles Lakers,17,128,110,Marc Davis,Dedric Taylor,Natalie Sago,0,0,
10700,2021,2022-03-30T02:00:00.000Z,Crypto.com Arena,LA Clippers,16,Utah Jazz,40,121,115,Scott Foster,Jason Goldenberg,Jacyn Goble,0,5,
10701,2021,2022-03-30T23:00:00.000Z,Rocket Mortgage FieldHouse,Cleveland Cavaliers,7,Dallas Mavericks,8,112,120,Eric Dalen,Josh Tiven,Brett Nansel,7,10,
10702,2021,2022-03-30T23:00:00.000Z,Gainbridge Fieldhouse,Indiana Pacers,15,Denver Nuggets,9,118,125,Tony Brothers,Brian Forte,Jonathan Sterling,5,10,
10703,2021,2022-03-30T23:00:00.000Z,Capital One Arena,Washington Wizards,41,Orlando Magic,26,127,110,Tom Washington,Matt Boland,Sean Wright,7,10,
10704,2021,2022-03-30T23:30:00.000Z,TD Garden,Boston Celtics,2,Miami Heat,20,98,106,Ed Malloy,Kane Fitzgerald,Justin Van Duyne,9,16,
10705,2021,2022-03-30T23:30:00.000Z,Madison Square Garden,New York Knicks,24,Charlotte Hornets,5,114,125,Zach Zarba,Kevin Cutler,John Butler,9,4,
10706,2021,2022-03-30T23:30:00.000Z,Scotiabank Arena,Toronto Raptors,38,Minnesota Timberwolves,22,125,102,JB DeRosa,Bill Kennedy,Aaron Smith,5,5,
